,jokes,whtsapp_lnk
1715,"Aik tiger ne pathan ko zoo me qatal kr dia Ek admi ne pocha tum ne itny logo me pathan hi ko kyun mara""Tiger kab se keh raha tha itni bari billi.","https://api.whatsapp.com/send?text=Aik%20tiger%20ne%20pathan%20ko%20zoo%20me%20qatal%20kr%20dia%20Ek%20admi%20ne%20pocha%20tum%20ne%20itny%20logo%20me%20pathan%20hi%20ko%20kyun%20mara""Tiger%20%20kab%20se%20keh%20raha%20tha%20itni%20bari%20billi."
1716,Teacher:3 or3 kitne huway Sardar:6 Teacher:shabash ye lo 6 tafiyan Sardar:muje maloom hota to 33 batata.,"https://api.whatsapp.com/send?text=Teacher:3%20or3%20kitne%20huway
Sardar:6
Teacher:shabash%20ye%20lo%206%20tafiyan
Sardar:muje%20maloom%20hota%20to%2033%20batata."
1717,Miss: student se aap school late kiun aye ho School ka time 7 baje hai. Student: Miss aap meri fikar na kia karain log shak karain gey,"https://api.whatsapp.com/send?text=Miss:%20student%20se%20aap%20school%20late%20kiun%20aye%20ho%20School%20ka%20time%207%20baje%20hai.

Student:%20Miss%20aap%20meri%20fikar%20na%20kia%20karain%20log%20shak%20karain%20gey"
1718,"BOY: Tmhari judai me, Nend urti hai, Jan jati hai, Chain khota hai, Dil rota hai, . Girl: Check karwale bea, . . Dengi virus bhi aesa hi hota hy:) ","https://api.whatsapp.com/send?text=BOY:
Tmhari%20judai%20me,
Nend%20urti%20hai,
Jan%20jati%20hai,
Chain%20khota%20hai,
Dil%20rota%20hai,
.
Girl:
Check%20karwale%20bea,
.
.
Dengi%20virus%20bhi%20aesa%20hi%20hota%20hy:)
"
1719,OOOO kenda si tu mari jaan ayyy 10 rupy da haleem ty 3 rupy da naan ayyy,"https://api.whatsapp.com/send?text=OOOO%20kenda%20si%20tu%20mari%20jaan%20ayyy

10%20rupy%20da%20haleem%20ty%203%20rupy%20da%20naan%20ayyy"
1720,Wo ro ro k khti rahe hamen tm sy nafrat h . FARAZ Magar faraz bhe dheet tha hass hass k khta raha Holy Holy ho jae ga piyar . ,"https://api.whatsapp.com/send?text=Wo%20ro%20ro%20k%20khti%20rahe%20hamen%20tm%20sy%20nafrat%20h%20.
%20%20%20%20%20%20%20%20%20%20FARAZ
Magar%20faraz%20bhe%20dheet%20tha%20hass%20hass%20k%20khta%20raha%20%20Holy%20Holy%20ho%20jae%20ga%20piyar%20.
"
1721,Ye kah k us ne meri ankh m ungli he mar di. WASI Try mast mast do nai mery dil ka ly gye chain.,"https://api.whatsapp.com/send?text=Ye%20kah%20k%20us%20ne%20meri%20ankh%20m%20ungli%20he%20mar%20di.
%20%20%20%20%20WASI
Try%20mast%20mast%20do%20nai%20mery%20dil%20ka%20ly%20gye%20chain."
1722,Roya wo is qadar meri lash sy lipat kar... WASI. K lash uth k boli ly phly tu mar ly... ,"https://api.whatsapp.com/send?text=Roya%20wo%20is%20qadar%20meri%20lash%20sy%20lipat%20kar...
%20%20%20%20WASI.
K%20lash%20uth%20k%20boli%20ly%20phly%20tu%20mar%20ly...
%20"
1723,wife. aj koi aisi bat kahao ke me khush bhi ho jao or jal bhi jao husban. tum meri zindagi ho .wife. or lanat hai aisi zindagi par ,"https://api.whatsapp.com/send?text=wife.%20aj%20koi%20aisi%20bat%20kahao%20ke%20me%20khush%20bhi%20ho%20jao%20or%20jal%20bhi%20jao%20
husban.%20tum%20meri%20zindagi%20ho%20.wife.%20or%20%20lanat%20hai%20aisi%20zindagi%20par%20"
1724,"Aaj""ding dong bubble""wali billi ki Barsi hy . Un ki YAAD me plz. ye SMS kam se kam kisi 1""Cartoon""ko zaroor SEND karo . Me ne tu apna Farz pura kr dya hai:)","https://api.whatsapp.com/send?text=Aaj""ding%20dong%20bubble""wali%20billi%20ki%20Barsi%20hy
.
Un%20ki%20YAAD%20me%20plz.
ye%20SMS%20kam%20se%20kam%20kisi%201""Cartoon""ko%20zaroor%20SEND%20karo
.
Me%20ne%20tu%20apna%20Farz%20pura%20kr%20dya%20hai:)"
1725,"Ek pathan interview K lye gaya. interviewer : “Where is abu dabi?” pathan: “jis qabrastan me meri Ami Dabi, wahi per Abu dabi…!!! ","https://api.whatsapp.com/send?text=Ek%20pathan%20interview%20K%20lye%20gaya.

interviewer%20:%20“Where%20is%20abu%20dabi?”

pathan:%20“jis%20qabrastan%20me%20meri%20Ami%20Dabi,
wahi%20per%20Abu%20dabi…!!!
"
1726,"pathan to doctor : puuray jism main kaheen bhee ungli lagaon to bohat dard hota hai doctor suggested full body XRay When he checked XRay , he found frecture in his ungli","https://api.whatsapp.com/send?text=pathan%20to%20doctor%20:%20puuray%20jism
main%20kaheen%20bhee%20ungli%20lagaon
to%20bohat%20dard%20hota%20hai%20doctor
suggested%20full%20body%20XRay
When%20he%20checked%20XRay%20,%20he
found%20frecture%20in%20his%20ungli"
1727,Kisi ki Zindagi ki qeemat ka andaza uski moat k baad hi hota hai. .. . Jesey . . Chicken Zinda.......................Rs 130/- Chicken Karrahi......Rs.480/-,"https://api.whatsapp.com/send?text=Kisi%20ki%20Zindagi%20ki%20qeemat%20ka%20andaza%20uski%20moat%20k%20baad%20hi%20hota%20hai.
..
.
Jesey
.
.
Chicken
Zinda.......................Rs%20130/-
Chicken%20Karrahi......Rs.480/-"
1728,"Girl;m tmhe jb bhe call krti ho tm shve kr rhy hoty ho aker tm din m kitne bar shave krty ho Boy;yehe koi 20,30 bar Girl;tm pagal ho. Boy;nahi m to nai ho","https://api.whatsapp.com/send?text=Girl;m%20tmhe%20jb%20bhe%20call%20krti%20ho%20tm%20shve%20kr%20rhy%20hoty%20ho%20aker%20tm%20din%20m%20kitne%20bar%20shave%20krty%20ho%20%20%20%20%20%20
Boy;yehe%20koi%2020,30%20bar%20
Girl;tm%20pagal%20ho.
Boy;nahi%20m%20to%20nai%20ho"
1729,"AgAr Aap ChAi bAnAte wAqt ChAi ki PAtti k sAth thOri TAmbACo ki patti daL dEin, To kOi b AeNdA Apse ChAi ki FArmAiSh nhi kArEgA:) (zUbWdA Aapa k jAnLeVa ToTky)","https://api.whatsapp.com/send?text=AgAr%20Aap%20ChAi%20bAnAte%20wAqt%20ChAi%20ki%20PAtti%20k%20sAth%20thOri%20TAmbACo%20ki%20patti%20daL%20dEin,
To%20kOi%20b%20AeNdA
Apse%20ChAi%20ki%20FArmAiSh%20nhi%20kArEgA:)
(zUbWdA%20Aapa%20k%20jAnLeVa%20ToTky)"
1730,"Wapsi ka safar ab mumkin nahi hai ""Faraz"" Hum Muhabbat ma nikal, chuky hain "" Kalma chowk "" sy b aagay' ...:-D","https://api.whatsapp.com/send?text=Wapsi%20ka%20safar%20ab%20mumkin%20nahi%20hai%20%20""Faraz""%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Hum%20Muhabbat%20ma%20nikal,%20chuky%20hain%20""%20Kalma%20chowk%20""%20sy%20b%20aagay'%20...:-D"
1731,"Pathan ne Ghar ka Darwaza ukhara or kandhe pe rakh k Bazar me gaya ! 1 Admi ne poucha: Khan, Kia Darwaza Bechna hy ? Pathan: Nhi yara, Tala Khulwana hai.","https://api.whatsapp.com/send?text=Pathan%20ne%20Ghar%20ka%20Darwaza%20ukhara%20or%20kandhe%20pe%20rakh%20k%20Bazar%20me%20gaya%20!%201%20Admi%20ne%20poucha:%20Khan,%20Kia%20Darwaza%20Bechna%20hy%20?%20Pathan:%20Nhi%20yara,%20Tala%20Khulwana%20hai."
1732,kagazon k dher me kia dhondhte ho ''faraz'' jis kagaz me tumhari tasveer thi us me koi pakore le gaya.,"https://api.whatsapp.com/send?text=kagazon%20k%20dher%20me
kia%20dhondhte%20ho%20
''faraz''

jis%20kagaz%20me%20tumhari%20tasveer%20thi%20us%20me%20koi%20pakore%20le%20gaya."
1733,Teacher: 1876 may kya howa tha??? Pathan: Nahi pata!! Teacher: stupid Qaid-e-Azam peda howe thay. ab ye batao k 1880 may kya howa tha?? Pathan: thora sochne k bad Qaid-e-Azam 4 saal k howe the. :-p,"https://api.whatsapp.com/send?text=Teacher:%201876%20may%20kya%20howa%20tha???

Pathan:%20Nahi%20pata!!

Teacher:%20stupid%20Qaid-e-Azam%20peda%20howe%20thay.%20ab%20ye%20batao%20k%201880%20may%20kya%20howa%20tha??

Pathan:%20thora%20sochne%20k%20bad%20Qaid-e-Azam%204%20saal%20k%20howe%20the.%20:-p"
1734,Ek chunti haathi k ooper baith kr ja rahi thi. Raaste me kacha pull aaya to Usko dekh k chunti boli . . pull cross kar lo gy ya mai utter jaonB-),"https://api.whatsapp.com/send?text=Ek%20chunti%20haathi%20k%20ooper%20baith%20kr%20ja%20rahi%20thi.%20
Raaste%20me%20kacha%20pull%20aaya
to
Usko%20dekh%20k%20chunti%20boli
.
.
pull%20cross%20kar%20lo%20gy%20ya%20mai%20utter%20jaonB-)"
1735,"""Bus chali, jhatka laga.. Pathan 1 larki per gir para! Larki boli battameez kya kar rahe ho?? Pathan:Baji mein Sindh university se B.COM kar raha hon;-)","https://api.whatsapp.com/send?text=""Bus%20chali,%20jhatka%20laga..

Pathan%201%20larki%20per%20gir%20para!

Larki%20boli%20battameez%20kya%20kar%20rahe%20ho??

Pathan:Baji%20mein%20Sindh%20university%20se%20B.COM%20kar%20raha%20hon;-)"
1736,Dimagh jism ka sab se eham hissa he. ye 24 ghante active rehta he ye humari pedaish se le kar is waqt tak kam krta he jb tk humari SHADI nahi ho jati;-),"https://api.whatsapp.com/send?text=Dimagh%20jism%20ka%20sab%20se%20eham%20hissa%20he.

ye%2024%20ghante%20active%20rehta%20he


ye%20humari%20pedaish%20se%20le%20kar%20is%20waqt%20tak%20kam%20krta%20he%20jb%20tk%20humari

SHADI%20nahi%20ho%20jati;-)"
1737,Reporter Zakhmi Se: BOMB gira to kya Wo 1 dum se Phata? Zakhmi (Ghusay Se): G Nai Wo Rengta hua Mere pas aya Or usne Nihayt Adab Pyar Se Arz kia: Huzoor THAAA.:-P,"https://api.whatsapp.com/send?text=Reporter%20Zakhmi%20Se:%20
BOMB%20gira%20to%20kya%20Wo%201%20dum%20se%20Phata?

Zakhmi%20(Ghusay%20Se):
G%20Nai%20Wo%20Rengta%20hua%20Mere%20pas%20aya%20Or%20usne
Nihayt%20Adab%20Pyar%20Se
Arz%20kia:
Huzoor
THAAA.:-P"
1738,Poochta. Hy jab koi k Dunya Me Mohabbat Hy Kahan . . . . . Muskura Deta Hun Me Or Yaad Aa Jati Hy MAA? . . . . .Ki . . . . .Pyari si . . . . .BAHUU....,"https://api.whatsapp.com/send?text=Poochta.
Hy%20jab%20koi%20k%20Dunya%20Me%20Mohabbat%20Hy%20Kahan
.
.
.
.
.
Muskura%20Deta%20Hun%20Me%20Or%20Yaad%20Aa%20Jati%20Hy%20MAA?
.
.
.
.
.Ki
.
.
.
.
.Pyari%20si
.
.
.
.
.BAHUU...."
1739,1 class ka bacha apni Miss se kehta he Me apko kesa lgta hn. . Miss:So Sweet. . Bacha:To phr me apne ammi abbu ko ap k ghr kb bhejn. . Miss:wo q? . Bacha:Take wo hmari bat aage chlaaen. . Miss:ye kya bkwas hy. . Bacha: . . . . . . Tution parhne k lye.miss ap b na Qasam se cable dekh dekh k kharab ho gai hain,"https://api.whatsapp.com/send?text=1%20class%20ka%20bacha%20apni%20Miss%20se%20kehta%20he%20Me%20apko%20kesa%20lgta%20hn.
.
Miss:So%20Sweet.
.
Bacha:To%20phr%20me%20apne%20ammi%20abbu%20ko%20ap%20k%20ghr%20kb%20bhejn.
.
Miss:wo%20q?
.
Bacha:Take%20wo%20hmari%20bat%20aage%20chlaaen.
.
Miss:ye%20kya%20bkwas%20hy.
.
Bacha:
.
.
.
.
.
.
Tution%20parhne%20k%20lye.miss%20ap%20b%20na%20Qasam%20se%20cable%20dekh%20dekh%20k%20kharab%20ho%20gai%20hain"
1740,"Mujhe tmse zarori baat karni hai is baat ka zikar kisi se nahi karna mujhe 500 rupees ki zarorat hai me ne kabhi tmse kuch nahi manga mujhe pata hai k tum MaNa nahi karoge 0r mjhe pata ha k tmhare pas hain . . . . . . Ye sab . . . Ek pathan ATM machine se keh raha tha"" Aap k hosh q urr gaye?","https://api.whatsapp.com/send?text=Mujhe%20tmse%20zarori%20baat%20karni%20hai%20is%20baat%20ka%20zikar%20kisi%20se%20nahi%20karna%20%20mujhe%20500%20rupees%20ki%20zarorat%20hai%20me%20ne%20kabhi%20tmse%20kuch%20nahi%20manga%20mujhe%20pata%20hai%20k%20tum%20MaNa%20nahi%20karoge%20
0r%20mjhe%20pata%20ha%20k%20tmhare%20pas%20hain
.
.
.
.
.
.
Ye%20sab
.
.
.
Ek%20pathan%20ATM%20machine%20se%20keh%20raha%20tha""
Aap%20k%20hosh%20q%20urr%20gaye?"
1741,BiVi 1 din apne Nabeena shohar se:Kash tumhari aankhain hoti to tum mere husn ko dekhte Husband: Agar tum khoobsurat hoti to kya aankhoon wale tumhe mere liye chorte.,"https://api.whatsapp.com/send?text=BiVi%201%20din%20apne%20Nabeena%20shohar%20se:Kash%20tumhari%20aankhain%20hoti%20to%20tum%20mere%20husn%20ko%20dekhte%20%20%20%20
Husband:%20Agar%20tum%20khoobsurat%20hoti%20to%20kya%20aankhoon%20wale%20tumhe%20%20mere%20liye%20chorte."
1742,"Saas ki ladli hun me, Susar ke dulari hun me, Apne husband ko bhe pyari hun me, filhal to ye sub sapny hen, kyo k abhi tk kanwari hun me, (dedicated 2all single)","https://api.whatsapp.com/send?text=Saas%20ki%20ladli%20hun%20me,
Susar%20ke%20dulari%20hun%20me,
Apne%20husband%20ko%20bhe%20pyari%20hun%20me,
filhal%20to%20ye%20sub%20sapny%20hen,
kyo%20k%20abhi%20tk%20kanwari%20hun%20me,
(dedicated%202all%20single)"
1743,"Pathan: Yara ye ""SENT MESSAGE"" kia hota hai? Dusra Pathan: Khuda Kasam tum to bilkul aakhroot ho tum ko maloom nahi ""SENT MESSAGE"" ka matlab he khushbu wala message. ","https://api.whatsapp.com/send?text=Pathan:%20Yara%20ye%20""SENT%20MESSAGE""%20kia%20hota%20hai?%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20

Dusra%20Pathan:%20Khuda%20Kasam%20tum%20to%20bilkul%20aakhroot%20ho%20tum%20ko%20maloom%20nahi%20""SENT%20MESSAGE""%20ka%20matlab%20he%20khushbu%20wala%20message.
"
1744,"KESC main job ayi ha sallary Rs 20000 karna hai to reply karo ziada mehnat ka kaam nai hai""bus bijlli ki taron per geella kapra marna hai"" ","https://api.whatsapp.com/send?text=KESC%20main%20job%20ayi%20ha%20sallary%20Rs%2020000%20karna%20hai%20to%20reply%20karo%20ziada%20mehnat%20ka%20kaam%20nai%20hai""bus%20bijlli%20ki%20taron%20per%20geella%20kapra%20marna%20hai""%20
"
1745,"Meera ki achanak flight mein tabiat kharab ho gaee to air hostess nain poocha ""Are you sick ;suffering from fever"" Meera replied, No I am Muslim and suffering from Lahore. ","https://api.whatsapp.com/send?text=Meera%20ki%20achanak%20flight%20mein%20tabiat%20kharab%20ho%20gaee%20to%20air%20hostess%20nain%20poocha%20""Are%20you%20sick%20;suffering%20from%20fever""
Meera%20replied,%20No%20I%20am%20Muslim%20and%20suffering%20from%20Lahore.
"
1746,"Ghalib ne girlfriend ko date per bulaya par wo late aayi, Girl: Soory i m late Ghalib: Falak pey chand sitaron ko neend aarahi hai, Doosri ka time ho gaya hai, tu ab aa rahi hai.","https://api.whatsapp.com/send?text=Ghalib%20ne%20girlfriend%20ko%20date%20per%20bulaya%20par%20wo%20late%20aayi,
Girl:%20Soory%20i%20m%20late%20

Ghalib:
Falak%20pey%20chand%20sitaron%20ko%20neend%20aarahi%20hai,
Doosri%20ka%20time%20ho%20gaya%20hai,%20tu%20ab%20aa%20rahi%20hai."
1747,"Classical Beizzati! Larka Thoker Lagney Se Gadhey K Paaon Mein Jaa Gira, Paas Se Guzarti Hui Larki Boli: Barey Bhai K Paoon Choo Rahey Ho? Larka: G Bhabi","https://api.whatsapp.com/send?text=Classical%20Beizzati!

Larka%20Thoker%20Lagney%20Se%20Gadhey%20K%20Paaon%20Mein%20Jaa%20Gira,%20Paas%20Se%20Guzarti%20Hui%20Larki%20Boli:%20Barey%20Bhai%20K%20Paoon%20Choo%20Rahey%20Ho?

Larka:%20G%20Bhabi"
1748,"Patient: mujhe problem hai. Na khaon to bhok lagti hai, na sou to neend aati hai, zada kam kar k thak jata hoon. Doctor : sari raat dhoop main betho theek ho jao gaye.","https://api.whatsapp.com/send?text=Patient:%20mujhe%20problem%20hai.%20Na%20khaon%20to%20bhok%20lagti%20hai,%20na%20sou%20to%20neend
aati%20hai,%20zada%20kam%20kar%20k%20thak%20jata%20hoon.

Doctor%20:%20sari%20raat%20dhoop%20main%20betho%20theek%20ho%20jao%20gaye."
1749,dil Aik ko do per nek ko do. ye niaz ki chiz nahi jo har 1 ko do,"https://api.whatsapp.com/send?text=dil%20Aik%20ko%20do%20per%20nek%20ko%20do.
ye%20niaz%20ki%20chiz%20nahi%20jo%20har%201%20ko%20do"
1750,Baagh me hai chanbeli to kal gulaab hoga Wah Wah Wah Wah Baagh me hai chanbeli to kal gulaab hoga Tum se wahi shaadi karega jis ka dimaag karaab hoga Ab bolo wah wah,"https://api.whatsapp.com/send?text=Baagh%20me%20hai%20chanbeli%20to%20kal%20gulaab%20hoga

Wah%20Wah%20Wah%20Wah

Baagh%20me%20hai%20chanbeli%20to%20kal%20gulaab%20hoga
Tum%20se%20wahi%20shaadi%20karega%20jis%20ka%20dimaag%20karaab%20hoga

Ab%20bolo%20wah%20wah"
1751,"Kamaal tere nakre, Kamal tera Style hai Kamaal tere nakre, Kamaal tera Style hai Moun done ki tameez nahi aur haath me mobile hai","https://api.whatsapp.com/send?text=Kamaal%20tere%20nakre,%20Kamal%20tera%20Style%20hai
Kamaal%20tere%20nakre,%20Kamaal%20tera%20Style%20hai

Moun%20done%20ki%20tameez%20nahi%20aur%20haath%20me%20mobile%20hai"
1752,Shadi k 2 din baad! Girl: Ammi meri aaj un say larai ho gai ! Mom: Beta shadi k baad jhagray to hotey rehtay hain ! Girl: woh to theek hay par ab laash ka kia karoon....!!,"https://api.whatsapp.com/send?text=Shadi%20k%202%20din%20baad!

Girl:%20Ammi%20meri%20aaj%20un%20say%20larai%20ho%20gai%20!

Mom:%20Beta%20shadi%20k%20baad%20jhagray%20to%20hotey%20rehtay%20hain%20!

Girl:%20woh%20to%20theek%20hay%20par%20ab%20laash%20ka%20kia%20karoon....!!"
1753,"The Diffrnce b/w Best Friend and Just Friend? When You are in Hospital, Just Friend asks: Tabiyat kaisi hai? And Best Friend asks: Nurse kaisi hai? ;-)","https://api.whatsapp.com/send?text=The%20Diffrnce%20b/w%20Best%20Friend%20and%20Just%20Friend?

When%20You%20are%20%20in%20Hospital,

Just%20Friend%20%20asks:%20Tabiyat%20kaisi%20hai?

And

Best%20Friend%20%20asks:%20
Nurse%20kaisi%20hai?
;-)"
1754,Ek sardar ne ground mein ek garha khoda or us mein jaa k beth kar kuch sochne laga 2nd sardar Ae ki ho reya ae paa G? Sardar Doongiyaan Sochaan.,"https://api.whatsapp.com/send?text=Ek%20sardar%20ne%20ground%20mein%20ek%20garha%20khoda%20or%20us%20mein%20jaa%20k%20beth%20kar%20kuch%20sochne%20laga

2nd%20sardar
Ae%20ki%20ho%20reya%20ae%20paa%20G?


Sardar


Doongiyaan%20Sochaan."
1755,"Teachr Bacho past Presnt n future tenses ki koi misal dyn, Jesy k, Me khubsurt thi. Khubsurt hn. Khubsurt rhungi. BACHA:Apko wehem tha. Wehm he or wehm rahy ga.","https://api.whatsapp.com/send?text=Teachr
Bacho%20past%20Presnt%20n%20future%20tenses%20ki%20koi%20misal%20dyn,
Jesy%20k,
Me%20khubsurt%20thi.%20Khubsurt%20hn.%20Khubsurt%20rhungi.
BACHA:Apko%20wehem%20tha.
Wehm%20he%20or%20wehm%20rahy%20ga."
1756,Dr:Tabiat kaisi hy ab? Mariz. Pehlay sy ziada khrab hy Dr. Dawai kha li thi? Mariz:Khali nhi thi bhri hoi thi Dr: i mean dawai ly li thi? Mariz: ji aap ny di thi to mai ny ly li thi Dr: dawai pee li thi? Mariz: nahi ji-dawai neeli thi Dr: dawai ko pi lia tha? Mariz:nahi ji-peeliya to mujhy tha Dr: dawai ko khol k munh mai rkh lia tha? Mariz: nahi aap ny hi to kaha tha k fridge mai rkhna! Mai theek to ho jaon ga?,"https://api.whatsapp.com/send?text=Dr:Tabiat%20kaisi%20hy%20ab?
Mariz.%20Pehlay%20sy%20ziada%20khrab%20hy
Dr.%20Dawai%20kha%20li%20thi?
Mariz:Khali%20nhi%20thi%20bhri%20hoi%20thi
Dr:%20i%20mean%20dawai%20ly%20li%20thi?
Mariz:%20ji%20aap%20ny%20di%20thi%20to%20mai%20ny%20ly%20li%20thi
Dr:%20dawai%20pee%20li%20thi?
Mariz:%20nahi%20ji-dawai%20neeli%20thi
Dr:%20dawai%20ko%20pi%20lia%20tha?
Mariz:nahi%20ji-peeliya%20to%20mujhy%20tha
Dr:%20dawai%20ko%20khol%20k%20munh%20mai%20rkh%20lia%20tha?
Mariz:%20nahi%20aap%20ny%20hi%20to%20kaha%20tha%20k%20fridge%20mai%20rkhna!

Mai%20theek%20to%20ho%20jaon%20ga?"
1757,Cool sms send karti hai Eeman....wah wah wah... cool sms send karti hai eman.... yeh kon hai baiman .. yeh kon hai baiman..,"https://api.whatsapp.com/send?text=Cool%20sms%20send%20karti%20hai%20Eeman....wah%20wah%20wah...

cool%20sms%20send%20karti%20hai%20eman....

yeh%20kon%20hai%20baiman%20..%20yeh%20kon%20hai%20baiman.."
1758,"Aik Larki Park mein idhar udher gH00m rahi tHi..ak PATHAN ne p0cHa. app kya talAsh kar rahi hain...? LARKI: shArmatay huay, Mein apni ZinDagi k lIya HuM-sAfer taLash kar rahi h0n.. PATHAN: nAhi mila..? LARKI: Nahi... PATHAN: Baji hall R0ad say pata karen wAhan se hAr cHeez mil jAti haY....","https://api.whatsapp.com/send?text=Aik%20Larki%20Park%20mein%20idhar%20udher%20gH00m%20rahi%20tHi..ak%20PATHAN%20ne%20p0cHa.
app%20kya%20talAsh%20kar%20rahi%20hain...?
LARKI:
shArmatay%20huay,%20Mein%20apni%20ZinDagi%20k%20lIya%20HuM-sAfer
taLash%20kar%20rahi%20h0n..


PATHAN:
nAhi%20mila..?

LARKI:
Nahi...

PATHAN:
Baji%20hall%20R0ad%20say%20pata%20karen%20wAhan%20se%20hAr%20cHeez%20mil%20jAti%20haY...."
1759,3dost ja rahy thy .... .... socho socho ? ? ? ?? ?? bs wo ja rahy thy itna sochny ki kya bat hain ,https://api.whatsapp.com/send?text=3dost%20ja%20rahy%20thy%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20....%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20....%20%20%20%20%20%20%20%20%20%20%20%20%20%20socho%20socho%20%20%20%20%20%20%20%20%20?%20%20%20%20%20%20?%20%20%20%20%20%20%20%20?%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20??%20%20%20%20??%20%20%20%20%20%20%20%20%20%20%20%20%20%20bs%20wo%20ja%20rahy%20thy%20itna%20sochny%20ki%20kya%20bat%20hain%20
1760,3 hubshi dost ikathay ja rahy thy k achank 1 pari ayi or kaha k main tm 3 ki 1 wish puri karun gi 1st main white or handsome hona chahta hon pari ny us ko whait or handsome bna diya 2nd waly ny b yehi wish ki us ki b wish puri ho gai 3rd wala hans raha tha pari ny kaha haso mat or wish btao 3rd wala in dono ko phir kala kar do,https://api.whatsapp.com/send?text=3%20hubshi%20dost%20ikathay%20ja%20rahy%20thy%20k%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20achank%201%20pari%20ayi%20or%20kaha%20k%20main%20tm%203%20ki%201%20wish%20puri%20karun%20gi%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%201st%20main%20white%20or%20handsome%20hona%20chahta%20hon%20pari%20ny%20us%20ko%20whait%20or%20handsome%20bna%20diya%20%20%20%20%20%20%20%20%20%20%20%202nd%20waly%20ny%20b%20yehi%20wish%20ki%20us%20ki%20b%20wish%20puri%20ho%20gai%20%20%20%20%20%203rd%20wala%20hans%20raha%20tha%20pari%20ny%20kaha%20haso%20mat%20or%20wish%20btao%203rd%20wala%20in%20dono%20ko%20phir%20kala%20kar%20do
1761,Main ny molvi sahab sy pocha ky mobile k zakat kea ha? Wo boly kuch nae sirf faqeeron k SMS ker do. To main ny aada ker de.App mat kerna faqeer py farz nahe hote.,"https://api.whatsapp.com/send?text=Main%20ny%20molvi%20sahab%20sy%20pocha%20ky%20mobile%20k%20zakat%20kea%20ha?%20Wo%20boly%20kuch%20nae%20sirf%20faqeeron%20k%20SMS%20ker%20do.
To%20main%20ny%20aada%20ker%20de.App%20mat%20kerna%20faqeer%20py%20farz%20nahe%20hote."
1762,"sardar1-train me yaar raat bhar nind nahi aayi,upar ki seat mili thi Sardar2-to dusre se exchange karna tha na?? Sardar1-kisse karta,niche ki seat pe koi nai tha....","https://api.whatsapp.com/send?text=sardar1-train%20me%20yaar%20raat%20bhar%20nind%20nahi%20aayi,upar%20ki%20seat%20mili%20thi
Sardar2-to%20dusre%20se%20exchange%20karna%20tha%20na??
Sardar1-kisse%20karta,niche%20ki%20seat%20pe%20koi%20nai%20tha...."
1763,Kabi passend na aye sath mera tu beta dena. Hum dill p pather rakh k tumhain goli mar denge,"https://api.whatsapp.com/send?text=Kabi%20passend%20na%20aye%20sath%20mera%20tu%20beta%20dena.%20
Hum%20dill%20p%20pather%20rakh%20%20k%20tumhain%20goli%20mar%20denge"
1764,Mujhy Bhi Apni Duao'n Mein Shamil Ker Lo Ae Dost Suna Hy Buzargo'n Ki Duae'n Bohat Jald Qubool Hoti Hy ...,"https://api.whatsapp.com/send?text=Mujhy%20Bhi%20Apni%20Duao'n%20Mein
Shamil%20Ker%20Lo%20Ae%20Dost

Suna%20Hy%20Buzargo'n%20Ki%20Duae'n
Bohat%20Jald%20Qubool%20Hoti%20Hy%20..."
1765,Tum Beshak Meri Aankh Apni Yaad Se Naam Kardo Khushe Rakhlo meray Nam ye Gham Kardo Magar Itna Bata Do Kis Nay Kaha Tha PEPSI pe 5 Rupee Kam Kardo? ,"https://api.whatsapp.com/send?text=Tum%20Beshak%20Meri%20Aankh%20Apni%20Yaad%20Se%20Naam%20Kardo

Khushe%20Rakhlo%20meray%20Nam%20ye%20Gham%20Kardo

Magar%20Itna%20Bata%20Do




Kis%20Nay%20Kaha%20Tha
PEPSI%20pe%205%20Rupee%20Kam%20Kardo?%20"
1766,"""A PERFECT WIFE IS ONE ""WHO"" DOES NOT EXPECT A PERFECT HUSBAND ! `""","https://api.whatsapp.com/send?text=""A%20PERFECT%20WIFE%20IS%20ONE%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20""WHO""%20
DOES%20NOT%20EXPECT%20A%20PERFECT%20HUSBAND%20!%20`"""
